RollNumber	Course Code	Marks (200)	Grade	Grade Points
266f4b17be4d5b0abb987f6ee6756340d4d98a5ade332445f1ea54b5ec8c21a3fbaa03ab67507072bc8ea11e22024068ef8dbabd2bdfaafe0bcc18965384709e	CSE3112	140	B	6
1b552cffe1af779773e884e0f7c3ccd26efd2fb9fcd3e93eae1100934b07a1a7d38d3311f39c6f298b47e01a57790c74af3c9d7caf374222eba71ce3e7b3296f	CSE3112	190	O	10
c2ed231cccbaeedb1627febd247f3104d22aba30fe8b26f9527c95a6024b7772ff5ff0ba545a0fb6ec01bafd9d3caa06aa4dbe863c97dc29ffeaceb0606bba9	CSE3112	184	A+	9
f891b9a34a8296be477f0f9e99a5fcecff6849230346840b5a09ab47d209da69b963e63fe8bbb2e8fd44bc3e79ec7131bc2accb34e0d0bbf1e6b6299470fb1ed	CSE3112	186	A+	9
3f36879da7c574b181bab33e43b94f57f73b29306e52f347905862520b561d9eeed96df99807fee69b011fb8a8cfa2629e59e70b5dfa3374633374434cdd0f58	CSE3112	154	B	6
83336cc75f483bb5b7eefd4b4cfd45a79f0ca9034f9a08b75bf63c8bf859385e8e637b4616a68b57c976f1b2190e669ecb34dce4e0da5984f36c54b8a50c7ee0	CSE3112	184	A+	9
acde38e9148dbd5e570cfba97b2a4278fcbf8430891cfa5b68998d98ac25fb78d4b4e491c25e9b7afb349211e259fdc994095114e2edf1cd9e3ee1ea1737ece	CSE3112	142	B	6
73f0a2d400c998d9b47b2798d34aa375c294536d144fc1f3e6b236d8e358d07a46f6d47031361f395a331979378a04c96ecf5ba767bdffcdcb2c629d688cd3c3	CSE3112	182	A	8
30655e3176a257c0c532a27696ab4ad0cd4056802128c93eab2e6637e73f809d723f5ba305cde40c818b35296b9e4b99867583f591050c3f414eed1d70883d93	CSE3112	184	A+	9
e7972735db4fc3c724e0607829b539f80627c439358e32c8f2b81958f3536ea1f74ce767a23dc2bb9e163769c0cdd118d007d2bd44a1df7f13b8a85c8f4de72b	CSE3112	130	C	5
8b2cf11e798437fd7d5d1e4f644107b2eb5d5d80b77ea0cc5c8b5b1a34a715d081ed9bce75aeb90c579cbaac36cad1f20ec0591bf348298e06e6095a7ab44f50	CSE3112	170	B+	7
8b6c494a19873df8d5fe15ee30e0b08a2badb124d1ecf6480570d544ef99c4bb5b363994bbc376238dcdb6ece7f1611f156deba4f915b098d007ce833f7a8f5f	CSE3112	125	C	5
4ea3ad68cbb0b14759eb02804809307533e2331d739367f19feb5fca5caf9ce1302a818b441ccff078375d19d12516fa77a7bd5c859c57755b0b13c198fa50fa	CSE3112	143	B	6
4d044efe7c2c23e4e1724ee0b5e5a48259e3c37e1cf3d29cf5e82d28cc620703b13ba788e27bdbc05f12c5febcce289628e90198be8307a59ee8d9b558bf0d53	CSE3112	172	B+	7
e426e38dc78f486f3177c411400545ab23a136490f8838bb8cf6302f3c510591cdd7099989b7dab23e343bd3d1776671689453acce7adf61f5ec38a0dc704f7e	CSE3111	121	B+	7
90f2826acd9b18ff6f500d70f57da47cd517b570b21cfaa3372f25bb3436bbf1adb2de3f6a3fa77ed0f5af23a9477205e21c60ef4f3fbaf34a1fd11857ad1039	CSE3111	134	A	8
90f2826acd9b18ff6f500d70f57da47cd517b570b21cfaa3372f25bb3436bbf1adb2de3f6a3fa77ed0f5af23a9477205e21c60ef4f3fbaf34a1fd11857ad1039	CSE3134	104	C	5
a5bcca4b73c23501b52c3f5ea42019710e88a423e8cc9a408c02809c77023ad83e6bcc8d332271adeec3978680813f6e5dc8c536f2215f520b2b61a6161157ce	CSE3134	146	A+	9
a5bcca4b73c23501b52c3f5ea42019710e88a423e8cc9a408c02809c77023ad83e6bcc8d332271adeec3978680813f6e5dc8c536f2215f520b2b61a6161157ce	CSE3115	115	C	5
a5bcca4b73c23501b52c3f5ea42019710e88a423e8cc9a408c02809c77023ad83e6bcc8d332271adeec3978680813f6e5dc8c536f2215f520b2b61a6161157ce	CSE3014	107	B+	7
684504881c788542b47a8cac143376fa427497860176106d6340b42e303a46cbf548f30db4fda97985ed9fc8605b4b0b443e7079f26f676d7757ea5602ec44b3	CSE3112	177	A	8
684504881c788542b47a8cac143376fa427497860176106d6340b42e303a46cbf548f30db4fda97985ed9fc8605b4b0b443e7079f26f676d7757ea5602ec44b3	CSE3134	136	A	8
684504881c788542b47a8cac143376fa427497860176106d6340b42e303a46cbf548f30db4fda97985ed9fc8605b4b0b443e7079f26f676d7757ea5602ec44b3	CSE3014	102	B	6
bba8b19a2c7761ca3c39af562cccd6e59592c9f5c26427b9c85b5cf262e6336dcc878eec6d29cbd3e5f613228fca9d3d195340cf58c44dcd461acc348f502f0f	CSE3114	144	B+	7
bba8b19a2c7761ca3c39af562cccd6e59592c9f5c26427b9c85b5cf262e6336dcc878eec6d29cbd3e5f613228fca9d3d195340cf58c44dcd461acc348f502f0f	CSE3014	129	A	8
bba8b19a2c7761ca3c39af562cccd6e59592c9f5c26427b9c85b5cf262e6336dcc878eec6d29cbd3e5f613228fca9d3d195340cf58c44dcd461acc348f502f0f	CSE3134	125	B+	7
d71b29fcfe51fac17cc236fee3156f6b0c7be62eac3198add0b77fcb038a9b2ae2ddce39a311a122d0e35ef24a7e7fdc4c61ed28208734943cc3cb080aad3e20	CSE3134	159	A+	9
d71b29fcfe51fac17cc236fee3156f6b0c7be62eac3198add0b77fcb038a9b2ae2ddce39a311a122d0e35ef24a7e7fdc4c61ed28208734943cc3cb080aad3e20	CSE3111	130	A	8
d71b29fcfe51fac17cc236fee3156f6b0c7be62eac3198add0b77fcb038a9b2ae2ddce39a311a122d0e35ef24a7e7fdc4c61ed28208734943cc3cb080aad3e20	CSE3014	122	B+	7
ca92263071609b4f34dbfada4726c23ca174227fb3d77e05dd7f2be57caa2ee8eca770fb368e5ef046be0a8bdbd7b9ee98d222c0a575a5b34cf2c9280161b594	CSE3134	139	A	8
ca92263071609b4f34dbfada4726c23ca174227fb3d77e05dd7f2be57caa2ee8eca770fb368e5ef046be0a8bdbd7b9ee98d222c0a575a5b34cf2c9280161b594	CSE3112	138	B	6
ca92263071609b4f34dbfada4726c23ca174227fb3d77e05dd7f2be57caa2ee8eca770fb368e5ef046be0a8bdbd7b9ee98d222c0a575a5b34cf2c9280161b594	CSE3014	111	B+	7
9c2418c2f6cdd940fb576f85972812b0cc7f6e0b59c6e09e33cb5fe7f35016dbe39c79c5aea51c09c75feb056ddb334b208ee8afce94200afbb11df2d56b8f0c	CSE3115	122	B	6
9c2418c2f6cdd940fb576f85972812b0cc7f6e0b59c6e09e33cb5fe7f35016dbe39c79c5aea51c09c75feb056ddb334b208ee8afce94200afbb11df2d56b8f0c	CSE3134	107	B	6
9c2418c2f6cdd940fb576f85972812b0cc7f6e0b59c6e09e33cb5fe7f35016dbe39c79c5aea51c09c75feb056ddb334b208ee8afce94200afbb11df2d56b8f0c	CSE3014	95	B	6
8fa337b14d9970c6a4182825081ef285e62b6a52fa4757fec354c7d14db77db72e7b6244bf658b0b99adc1e606bb73679742b484ac45d6c3bf5efe37f7e6ed24	CSE3134	156	A+	9
8fa337b14d9970c6a4182825081ef285e62b6a52fa4757fec354c7d14db77db72e7b6244bf658b0b99adc1e606bb73679742b484ac45d6c3bf5efe37f7e6ed24	CSE3014	135	A	8
8fa337b14d9970c6a4182825081ef285e62b6a52fa4757fec354c7d14db77db72e7b6244bf658b0b99adc1e606bb73679742b484ac45d6c3bf5efe37f7e6ed24	CSE3111	112	B	6
934934aeae4171b306d4e6467f3595eb734d85b467c3a52dc7f18e7469650856e6307ec6112a3ea3212383e4a35a0e763cfd6f9fa45b57d66adb806ff8ce8d16	CSE3134	123	B+	7
934934aeae4171b306d4e6467f3595eb734d85b467c3a52dc7f18e7469650856e6307ec6112a3ea3212383e4a35a0e763cfd6f9fa45b57d66adb806ff8ce8d16	CSE3111	99	C	5
934934aeae4171b306d4e6467f3595eb734d85b467c3a52dc7f18e7469650856e6307ec6112a3ea3212383e4a35a0e763cfd6f9fa45b57d66adb806ff8ce8d16	CSE3014	85	C	5
504ad1b316a9fd960eeeee60b05c15cd7a41fbf24823de2f6f28dbd61047f0c5ff7ab826a90bcb30c5b69715cd19909cd9c8970164d0d1a3329aada255528cf4	CSE3112	177	A	8
504ad1b316a9fd960eeeee60b05c15cd7a41fbf24823de2f6f28dbd61047f0c5ff7ab826a90bcb30c5b69715cd19909cd9c8970164d0d1a3329aada255528cf4	CSE3134	111	B	6
504ad1b316a9fd960eeeee60b05c15cd7a41fbf24823de2f6f28dbd61047f0c5ff7ab826a90bcb30c5b69715cd19909cd9c8970164d0d1a3329aada255528cf4	CSE3014	104	B	6
b893b3c8f5f5ea0f989e453e90bad311cb06dd3a3be3b2c0a42d7e6f5227d06a6ac083be187391ebd0c7dd260fb22250934353bb710b737b75a001224895823b	CSE3134	121	B+	7
b893b3c8f5f5ea0f989e453e90bad311cb06dd3a3be3b2c0a42d7e6f5227d06a6ac083be187391ebd0c7dd260fb22250934353bb710b737b75a001224895823b	CSE3112	116	D	4
b893b3c8f5f5ea0f989e453e90bad311cb06dd3a3be3b2c0a42d7e6f5227d06a6ac083be187391ebd0c7dd260fb22250934353bb710b737b75a001224895823b	CSE3014	107	B+	7
81217e5410feea551a62aadb435bde81230934a9c6030946bd31f23c7f25ed2c4f7f13b4cf9f59bbba3bdb5f3efd5c07709c4851de6ca925d2b29e9ac17c45d6	CSE3112	184	A+	9
81217e5410feea551a62aadb435bde81230934a9c6030946bd31f23c7f25ed2c4f7f13b4cf9f59bbba3bdb5f3efd5c07709c4851de6ca925d2b29e9ac17c45d6	CSE3134	121	B+	7
81217e5410feea551a62aadb435bde81230934a9c6030946bd31f23c7f25ed2c4f7f13b4cf9f59bbba3bdb5f3efd5c07709c4851de6ca925d2b29e9ac17c45d6	CSE3014	104	B	6
ce835e73ce901ea88d5476489120a9f3db85c6d49e69392ad53655a8362cb91b52b37d7007f95f91ab937d27c4d05e3d741b6221ca38763797b86a15610d019d	CSE3134	124	B+	7
ce835e73ce901ea88d5476489120a9f3db85c6d49e69392ad53655a8362cb91b52b37d7007f95f91ab937d27c4d05e3d741b6221ca38763797b86a15610d019d	CSE3014	110	B+	7
ce835e73ce901ea88d5476489120a9f3db85c6d49e69392ad53655a8362cb91b52b37d7007f95f91ab937d27c4d05e3d741b6221ca38763797b86a15610d019d	CSE3111	103	C	5
57fd03ee1342411b5def00e53d9dd9cd79c84d505871186deee5c234b3fe0617dfc1e54ff034e37ffd4d29ebbccbda1ddba7899cbeff995d9887a41c3397172	CSE3112	118	D	4
57fd03ee1342411b5def00e53d9dd9cd79c84d505871186deee5c234b3fe0617dfc1e54ff034e37ffd4d29ebbccbda1ddba7899cbeff995d9887a41c3397172	CSE3014	92	B	6
57fd03ee1342411b5def00e53d9dd9cd79c84d505871186deee5c234b3fe0617dfc1e54ff034e37ffd4d29ebbccbda1ddba7899cbeff995d9887a41c3397172	CSE3134	87	D	4
ddb8768e0811982e48f492eb2d1c961de2c61d32bd30e67b02290e5a16d67015a1a1b7f2a3a24ba768752f80c502004b4d163ba20189e830b50fb05eb0f89948	CSE3112	180	A	8
ddb8768e0811982e48f492eb2d1c961de2c61d32bd30e67b02290e5a16d67015a1a1b7f2a3a24ba768752f80c502004b4d163ba20189e830b50fb05eb0f89948	CSE3134	116	B	6
ddb8768e0811982e48f492eb2d1c961de2c61d32bd30e67b02290e5a16d67015a1a1b7f2a3a24ba768752f80c502004b4d163ba20189e830b50fb05eb0f89948	CSE3014	110	B+	7
1d8546a0b05bfef60ca21b877931b8e472839e1d2dda3a8b7318f9501c4e108482d19970a1ec9fed9f641a79ab7093ac4b7ce91e960276f5ed652520b1db982a	CSE3114	137	B+	7
1d8546a0b05bfef60ca21b877931b8e472839e1d2dda3a8b7318f9501c4e108482d19970a1ec9fed9f641a79ab7093ac4b7ce91e960276f5ed652520b1db982a	CSE3014	80	D	4
93d0c658a8a9f768c454648914c2c89a8112aa2c31e073e17803779a411cbb7c1b3e7df16cf0695422ea934a474d9beac233d7cb2973db31915db80c3f940c02	CSE3134	134	A	8
93d0c658a8a9f768c454648914c2c89a8112aa2c31e073e17803779a411cbb7c1b3e7df16cf0695422ea934a474d9beac233d7cb2973db31915db80c3f940c02	CSE3111	121	B+	7
93d0c658a8a9f768c454648914c2c89a8112aa2c31e073e17803779a411cbb7c1b3e7df16cf0695422ea934a474d9beac233d7cb2973db31915db80c3f940c02	CSE3014	113	B+	7
5539bbe082a0b4f936ab9964af0ffdddaad76b8076404e528c3e7d92872d5cb552a5de3d75e3d0343a4ccf546994d924c1bd83eaa1a830a1f8c6ed099cf698c4	CSE3115	131	B+	7
5539bbe082a0b4f936ab9964af0ffdddaad76b8076404e528c3e7d92872d5cb552a5de3d75e3d0343a4ccf546994d924c1bd83eaa1a830a1f8c6ed099cf698c4	CSE3134	120	B	6
5539bbe082a0b4f936ab9964af0ffdddaad76b8076404e528c3e7d92872d5cb552a5de3d75e3d0343a4ccf546994d924c1bd83eaa1a830a1f8c6ed099cf698c4	CSE3014	109	B+	7
cac0e8b7a6b27b727ad2dcb682cfe76de418cf7914a8041a3d3e5d576e9b10d70d339682c3e5370d536cef6ad71c7df069e78639cd8ad16c93e151134e85104e	CSE3112	174	B+	7
cac0e8b7a6b27b727ad2dcb682cfe76de418cf7914a8041a3d3e5d576e9b10d70d339682c3e5370d536cef6ad71c7df069e78639cd8ad16c93e151134e85104e	CSE3134	127	B+	7
cac0e8b7a6b27b727ad2dcb682cfe76de418cf7914a8041a3d3e5d576e9b10d70d339682c3e5370d536cef6ad71c7df069e78639cd8ad16c93e151134e85104e	CSE3014	80	D	4
8f6579087a674be3776a4904f2f45e6a224552b4693bc55808df032667947afd1ddeafde665e2b7f2c21672b229eb8de387d5710e8af1dbc6315790a3d580767	CSE3115	200	O	10
8f6579087a674be3776a4904f2f45e6a224552b4693bc55808df032667947afd1ddeafde665e2b7f2c21672b229eb8de387d5710e8af1dbc6315790a3d580767	CSE3134	104	C	5
7438273b296ad282434081082b8c2659b28c9ad943b0678aa7b19b99c35a5c351ad4c1ac46abe6962e16f7016778f367882cfa297dc55b726bcc83902b13a9d9	CSE3134	136	A	8
7438273b296ad282434081082b8c2659b28c9ad943b0678aa7b19b99c35a5c351ad4c1ac46abe6962e16f7016778f367882cfa297dc55b726bcc83902b13a9d9	CSE3115	132	B+	7
7438273b296ad282434081082b8c2659b28c9ad943b0678aa7b19b99c35a5c351ad4c1ac46abe6962e16f7016778f367882cfa297dc55b726bcc83902b13a9d9	CSE3014	83	C	5
d75f1fed99db9892279db85928c9578424e945f5530d4997994cb28f4f1a3e4eb91a26f867498e12709424d873b9db8d913a4495428470016ee0331262f3c8d0	CSE3134	182	O	10
d75f1fed99db9892279db85928c9578424e945f5530d4997994cb28f4f1a3e4eb91a26f867498e12709424d873b9db8d913a4495428470016ee0331262f3c8d0	CSE3014	156	A+	9
d75f1fed99db9892279db85928c9578424e945f5530d4997994cb28f4f1a3e4eb91a26f867498e12709424d873b9db8d913a4495428470016ee0331262f3c8d0	CSE3111	140	A+	9
6368af45d4fcf266bc51b3dd336d717199cb9dac401a8c56ab31c366464e640eaf34eefba8a65b7ac55b3f48f6dd1cd39fdefbaef69ad605c47c9c17cbbb8a5c	CSE3111	117	B+	7
6368af45d4fcf266bc51b3dd336d717199cb9dac401a8c56ab31c366464e640eaf34eefba8a65b7ac55b3f48f6dd1cd39fdefbaef69ad605c47c9c17cbbb8a5c	CSE3014	80	D	4
856cfc64b0473b7cc306bfa80a3779c97e13715f375ad5edd7f4aa6ea21bf1b689cc2c977f8dfa65e44a764ad3bda301894dede025d06392f91152f93db94e5c	CSE3112	190	O	10
856cfc64b0473b7cc306bfa80a3779c97e13715f375ad5edd7f4aa6ea21bf1b689cc2c977f8dfa65e44a764ad3bda301894dede025d06392f91152f93db94e5c	CSE3134	139	A	8
856cfc64b0473b7cc306bfa80a3779c97e13715f375ad5edd7f4aa6ea21bf1b689cc2c977f8dfa65e44a764ad3bda301894dede025d06392f91152f93db94e5c	CSE3014	119	B+	7
981a4acb3abfb69c881512622b3644fa9f880f90a126f24e91f549fad6b264ad949cb1593a13932a7cc60d6ff1051e0ed98a6eb3d827ca8d079fca0c7166706c	CSE3112	187	A+	9
981a4acb3abfb69c881512622b3644fa9f880f90a126f24e91f549fad6b264ad949cb1593a13932a7cc60d6ff1051e0ed98a6eb3d827ca8d079fca0c7166706c	CSE3134	126	B+	7
981a4acb3abfb69c881512622b3644fa9f880f90a126f24e91f549fad6b264ad949cb1593a13932a7cc60d6ff1051e0ed98a6eb3d827ca8d079fca0c7166706c	CSE3014	108	B+	7
ed6253df21b5875f7c4087f3dd8941176df0b6f2662129ca60401cc0202c2e76a160a852718b28c8025941d2d95b885498e59de2e71d9cdafc0c543c9444aa7a	CSE3134	137	A	8
ed6253df21b5875f7c4087f3dd8941176df0b6f2662129ca60401cc0202c2e76a160a852718b28c8025941d2d95b885498e59de2e71d9cdafc0c543c9444aa7a	CSE3112	134	C	5
ed6253df21b5875f7c4087f3dd8941176df0b6f2662129ca60401cc0202c2e76a160a852718b28c8025941d2d95b885498e59de2e71d9cdafc0c543c9444aa7a	CSE3014	117	B+	7
e84057ade89334af09c2b358f25042ab11d7bcc406a328a873262d6568b3fe70fa44d7c70490e018ad25c14197c618985e8dea177610da44e94d2b20923aa236	CSE3134	127	B+	7
e84057ade89334af09c2b358f25042ab11d7bcc406a328a873262d6568b3fe70fa44d7c70490e018ad25c14197c618985e8dea177610da44e94d2b20923aa236	CSE3014	105	B+	7
eb7b2b5b060ab6cb79d3f8139db80be4a8c7eaf8b8ba2dd651071b2657efcd09794a7bf8f0f12698cd4f9ab151e24a91bf0f21ada5c29a34451148d7276f5823	CSE3112	142	B	6
eb7b2b5b060ab6cb79d3f8139db80be4a8c7eaf8b8ba2dd651071b2657efcd09794a7bf8f0f12698cd4f9ab151e24a91bf0f21ada5c29a34451148d7276f5823	CSE3014	92	B	6
d65eb25ca6a4c379ff22d68879eaf78d5e1bf6106a9ba93459b776172e5bcb8d34c843f84c0339196debfcf4ab3b300e4dcb4622117ad2ce702028f5a1e43880	CSE3134	128	B+	7
d65eb25ca6a4c379ff22d68879eaf78d5e1bf6106a9ba93459b776172e5bcb8d34c843f84c0339196debfcf4ab3b300e4dcb4622117ad2ce702028f5a1e43880	CSE3014	80	D	4
4bec795514ddf8a698ec25c1184789faa42612ed53787c5b33e1c36b8bfb24f746e048fae252a475a445cd4880743ce5f427c214a264b1d66c10fadb01d6da21	CSE3134	94	C	5
4bec795514ddf8a698ec25c1184789faa42612ed53787c5b33e1c36b8bfb24f746e048fae252a475a445cd4880743ce5f427c214a264b1d66c10fadb01d6da21	CSE3014	83	C	5
eeefed166d4999409bb7814fd29d31f80b49a604c0ab2afb006fe61152ee40bb0aabfff730a224d7f17c5be1bb7d059753173a6dfd1391dea1844bcbcd9df89f	CSE3111	140	A+	9
eeefed166d4999409bb7814fd29d31f80b49a604c0ab2afb006fe61152ee40bb0aabfff730a224d7f17c5be1bb7d059753173a6dfd1391dea1844bcbcd9df89f	CSE3134	112	B	6
eeefed166d4999409bb7814fd29d31f80b49a604c0ab2afb006fe61152ee40bb0aabfff730a224d7f17c5be1bb7d059753173a6dfd1391dea1844bcbcd9df89f	CSE3014	98	B	6
e316b28e61b3eab0b2dfc8848dada9e5189d45b63c6f26315422da1da4e1a2df58db8cb3205f7f3be93657c56cfab99def52e5e5cbe94ada7f1cb11cbad2e5af	CSE3111	143	A+	9
4fbfc15c15d5557e1a3b93da1ca11ff3b4cae54d40f01d170f9a0b16d4710ed9033282c686971967631b40f3ced9cf6ab71290039a0cad261b36eb9c167d2505	CSE3005	123	B+	7
4fbfc15c15d5557e1a3b93da1ca11ff3b4cae54d40f01d170f9a0b16d4710ed9033282c686971967631b40f3ced9cf6ab71290039a0cad261b36eb9c167d2505	CSE3014	85	C	5
a6f3c1d7dde873ef5addf6fe26b6b880f8636a95e183f3ddeb81525ab9b9b543587531f9d8515bc527e6778badfff7247cf02de96a6954f65daf8a3abfc1d24a	CSE3112	190	O	10
a6f3c1d7dde873ef5addf6fe26b6b880f8636a95e183f3ddeb81525ab9b9b543587531f9d8515bc527e6778badfff7247cf02de96a6954f65daf8a3abfc1d24a	CSE3005	153	A	8
a6f3c1d7dde873ef5addf6fe26b6b880f8636a95e183f3ddeb81525ab9b9b543587531f9d8515bc527e6778badfff7247cf02de96a6954f65daf8a3abfc1d24a	CSE3014	123	B+	7
ec575a27f0a98a830fc3e55307b875a114b7a7e60dfb8c19575c9bdfb609ad81736b99936db09f6e086611065d8c7ac87b5edfbcd70ad49f5680aefa3ceea6a1	CSE3115	180	A+	9
ec575a27f0a98a830fc3e55307b875a114b7a7e60dfb8c19575c9bdfb609ad81736b99936db09f6e086611065d8c7ac87b5edfbcd70ad49f5680aefa3ceea6a1	CSE3005	145	A	8
ec575a27f0a98a830fc3e55307b875a114b7a7e60dfb8c19575c9bdfb609ad81736b99936db09f6e086611065d8c7ac87b5edfbcd70ad49f5680aefa3ceea6a1	CSE3014	126	B+	7
f7500d84540df6a5a9b112a6e599eb82c861bbcc465f67cfdd1917124110cd7eefff8dc0ca65517ded96bd3b9823e949e213dab8e0f6aec3e9f3dd4ef5b612d2	CSE3112	190	O	10
f7500d84540df6a5a9b112a6e599eb82c861bbcc465f67cfdd1917124110cd7eefff8dc0ca65517ded96bd3b9823e949e213dab8e0f6aec3e9f3dd4ef5b612d2	CSE3005	112	B	6
f36d004d27b02da64c7da197dcf6882b57e512020a863e7121f241df6b10f2d43ade8f38afda3813faab66b3e4e7c8dfbbdd46cb96142be9bbdfb9239c1d4996	CSE3005	142	B+	7
f36d004d27b02da64c7da197dcf6882b57e512020a863e7121f241df6b10f2d43ade8f38afda3813faab66b3e4e7c8dfbbdd46cb96142be9bbdfb9239c1d4996	CSE3115	103	D	4
f36d004d27b02da64c7da197dcf6882b57e512020a863e7121f241df6b10f2d43ade8f38afda3813faab66b3e4e7c8dfbbdd46cb96142be9bbdfb9239c1d4996	CSE3014	80	D	4
14dc16800fe98dc042490afdb52bdbf3b6f9d194cf5aae7bcdc0c9edba90bdfb007e88f6f0460dc49303d3aa9d45bbdc19c696400dbbfff3ea489d08a146a3ea	CSE3112	167	B+	7
14dc16800fe98dc042490afdb52bdbf3b6f9d194cf5aae7bcdc0c9edba90bdfb007e88f6f0460dc49303d3aa9d45bbdc19c696400dbbfff3ea489d08a146a3ea	CSE3005	145	A	8
14dc16800fe98dc042490afdb52bdbf3b6f9d194cf5aae7bcdc0c9edba90bdfb007e88f6f0460dc49303d3aa9d45bbdc19c696400dbbfff3ea489d08a146a3ea	CSE3014	117	B+	7
435aefe4f94be4356e30baa1133bbe4f3f74bd2841f7c411bee0f71d12f27c5c47fd44bbcd4a1954a16ae7803ff8d834b123f2257d0839e0978353aaa0f20734	CSE3112	167	B+	7
435aefe4f94be4356e30baa1133bbe4f3f74bd2841f7c411bee0f71d12f27c5c47fd44bbcd4a1954a16ae7803ff8d834b123f2257d0839e0978353aaa0f20734	CSE3005	115	B	6
435aefe4f94be4356e30baa1133bbe4f3f74bd2841f7c411bee0f71d12f27c5c47fd44bbcd4a1954a16ae7803ff8d834b123f2257d0839e0978353aaa0f20734	CSE3014	88	C	5
e706e2e27dcbe27d156c74115e8a6023d3048e8525b1d5f82d7134f38e49d09f6953af6f755c268315290e44f650e3a3303464c37601985be6a8359a0148dc68	CSE3112	138	B	6
e706e2e27dcbe27d156c74115e8a6023d3048e8525b1d5f82d7134f38e49d09f6953af6f755c268315290e44f650e3a3303464c37601985be6a8359a0148dc68	CSE3005	113	B	6
e706e2e27dcbe27d156c74115e8a6023d3048e8525b1d5f82d7134f38e49d09f6953af6f755c268315290e44f650e3a3303464c37601985be6a8359a0148dc68	CSE3014	111	B+	7
2e4cec6b222e899cc8d5bdb65803e2d6aaf1835161c322ddd95dd79d566b4cb830955b61949430f3376abfc6d42dad54f5dd98f3026ef68865bfce1c315b8bac	CSE3115	171	A+	9
2e4cec6b222e899cc8d5bdb65803e2d6aaf1835161c322ddd95dd79d566b4cb830955b61949430f3376abfc6d42dad54f5dd98f3026ef68865bfce1c315b8bac	CSE3005	149	A	8
2e4cec6b222e899cc8d5bdb65803e2d6aaf1835161c322ddd95dd79d566b4cb830955b61949430f3376abfc6d42dad54f5dd98f3026ef68865bfce1c315b8bac	CSE3014	131	A	8
b32bb398b7f852e89a58b12db55192da4bd1584201161f8194f2fe7e4cc87ceaa7b9faaebe13aed9b07f0af9f10009e8decce76df1f53beb1cdc5e1301fda6b9	CSE3005	170	O	10
b32bb398b7f852e89a58b12db55192da4bd1584201161f8194f2fe7e4cc87ceaa7b9faaebe13aed9b07f0af9f10009e8decce76df1f53beb1cdc5e1301fda6b9	CSE3014	151	A+	9
b32bb398b7f852e89a58b12db55192da4bd1584201161f8194f2fe7e4cc87ceaa7b9faaebe13aed9b07f0af9f10009e8decce76df1f53beb1cdc5e1301fda6b9	CSE3114	148	B+	7
8b9b40ebe7af8d4ce31e950c751ae0a64f7c448424859b6d7a6aa2bb9dfc73eca3e3a3da102e264e1b02ee1457c16143a7ccdae3ab7dede61549951b4cede00c	CSE3005	121	B+	7
8b9b40ebe7af8d4ce31e950c751ae0a64f7c448424859b6d7a6aa2bb9dfc73eca3e3a3da102e264e1b02ee1457c16143a7ccdae3ab7dede61549951b4cede00c	CSE3114	117	C	5
cc60611a308a72411a3ad94a08defbc2009d2f0bc527e887e1a2fa23bb9ff498f5a0fd74b3ea63360daabc95d5ee5d067b107624719e9a07a71a6155b51749dc	CSE3115	184	A+	9
cc60611a308a72411a3ad94a08defbc2009d2f0bc527e887e1a2fa23bb9ff498f5a0fd74b3ea63360daabc95d5ee5d067b107624719e9a07a71a6155b51749dc	CSE3005	158	A+	9
cc60611a308a72411a3ad94a08defbc2009d2f0bc527e887e1a2fa23bb9ff498f5a0fd74b3ea63360daabc95d5ee5d067b107624719e9a07a71a6155b51749dc	CSE3014	80	D	4
7f6b2122dcec688742e2cc2dc58dfe0828c2bfcd7cfa629a8d2d4c79622a9e8d41c7974e51a7b79d9dfd2fb2a58a9b7c00d2c07c244d172adf1aa0a5bb0910d3	CSE3005	170	O	10
7f6b2122dcec688742e2cc2dc58dfe0828c2bfcd7cfa629a8d2d4c79622a9e8d41c7974e51a7b79d9dfd2fb2a58a9b7c00d2c07c244d172adf1aa0a5bb0910d3	CSE3014	116	B+	7
7f6b2122dcec688742e2cc2dc58dfe0828c2bfcd7cfa629a8d2d4c79622a9e8d41c7974e51a7b79d9dfd2fb2a58a9b7c00d2c07c244d172adf1aa0a5bb0910d3	CSE3114	97	D	4
ea4ff4e981e195ff41117a6482c4b520e91c66deb734e70871b72ab37c2dcb19e8a1babac6bfec7ef3f47d030ba707ef14cfa468ddeefb5d501c11e6a7c69397	CSE3115	132	B+	7
d8aa9f33d96666246624e925dad0ee6e3c043beb2e97c6dc3de0e4547f4c6f3ac57c16e09e10a41e6d268fa3585b3fdfb7ccc3ed22010304760bbd8bb61b64b6	CSE3005	157	A+	9
d8aa9f33d96666246624e925dad0ee6e3c043beb2e97c6dc3de0e4547f4c6f3ac57c16e09e10a41e6d268fa3585b3fdfb7ccc3ed22010304760bbd8bb61b64b6	CSE3114	153	A	8
d8aa9f33d96666246624e925dad0ee6e3c043beb2e97c6dc3de0e4547f4c6f3ac57c16e09e10a41e6d268fa3585b3fdfb7ccc3ed22010304760bbd8bb61b64b6	CSE3014	112	B+	7
cec243294d438f9bb913f4bdacfb32867e00e82120162a3b3354ec76a2434a88983d91efed1def2cf34eac49fe944741d05d981b50f3d2755ea4d0953e8524c4	CSE3005	142	B+	7
